SaleID,SaleDate,ProductID,Quantity,TotalPrice,CustomerID,StoreID,Profit,Month,Season,Year,ProductCategory,Brand
SALE0100048,2025-06-07,P2466,5,3361.1,CUST00276,STORE006,700.6575915538983,6,Summer,2025,Books,PrimeTools
SALE0100049,2025-01-01,P1750,4,2901.2,CUST00962,STORE005,460.10254958618793,1,Winter,2025,Apparel,Stellar
SALE0100050,2025-03-17,P1142,1,2032.22,CUST00086,STORE007,306.9455376275241,3,Spring,2025,Electronics,TechNova
SALE0100051,2025-06-13,P1870,5,2271.95,CUST00749,STORE001,344.6845818824472,6,Summer,2025,Books,Quantum
SALE0100052,2025-01-18,P2262,4,2027.72,CUST00138,STORE002,366.44309623040255,1,Winter,2025,Tools,GourmetDelight
SALE0100053,2025-01-30,P2395,2,3768.76,CUST00523,STORE005,914.8554287287972,1,Winter,2025,Books,EleganceWear
SALE0100054,2025-06-27,P2394,2,2224.6,CUST00982,STORE002,455.1349343030421,6,Summer,2025,Electronics,Zestful
SALE0100055,2025-04-01,P1485,3,1535.88,CUST00461,STORE004,339.23669817399906,4,Spring,2025,Books,HomeComforts
SALE0100056,2025-03-03,P1978,3,51567.75,CUST00626,STORE005,10475.045525604284,3,Spring,2025,Books,PrimeTools
SALE0100057,2025-06-10,P1914,1,1424.71,CUST00949,STORE009,228.0746924153802,6,Summer,2025,Food,BrightSpark
SALE0100058,2025-01-02,P2480,3,3115.95,CUST00226,STORE006,671.5644497948072,1,Winter,2025,Apparel,Wavecrest
SALE0100059,2025-05-24,P2389,2,1014.94,CUST00463,STORE003,156.03797567556208,5,Spring,2025,Books,SwiftTech
SALE0100060,2025-06-04,P1478,5,2034.85,CUST00695,STORE008,339.1283886227677,6,Summer,2025,Electronics,Nexus
SALE0100061,2025-01-14,P1159,5,419.55,CUST00062,STORE010,89.74147056261253,1,Winter,2025,Food,Xpert
SALE0100062,2025-06-07,P2081,3,347.25,CUST00234,STORE006,64.63678214749596,6,Summer,2025,Electronics,FusionFoods
SALE0100063,2025-01-14,P1492,2,2413.68,CUST00545,STORE003,394.6622326240369,1,Winter,2025,Apparel,Vanguard
SALE0100064,2025-01-16,P2001,3,817.02,CUST00393,STORE002,149.53466945033298,1,Winter,2025,Apparel,DreamSleep
SALE0100065,2025-02-11,P1211,4,7467.08,CUST00979,STORE007,1513.9619580686335,2,Winter,2025,Home Goods,VitalityPlus
SALE0100066,2025-03-04,P1894,5,11104.8,CUST00309,STORE003,2466.362129631594,3,Spring,2025,Apparel,ZenithGear
SALE0100067,2025-03-04,P1324,2,758.24,CUST00150,STORE002,140.34728895261117,3,Spring,2025,Food,Radiant
SALE0100068,2025-05-14,P1571,4,1805.64,CUST00228,STORE001,413.4294663685068,5,Spring,2025,Food,GreenGarden
SALE0100069,2025-05-19,P1737,4,710.4,CUST00615,STORE004,158.37293911356068,5,Spring,2025,Electronics,BrightSpark
SALE0100070,2025-05-08,P2342,1,955.03,CUST00670,STORE008,196.9992250472152,5,Spring,2025,Books,GreenGarden
SALE0100071,2025-04-12,P1595,3,9049.95,CUST00100,STORE008,2217.736174615652,4,Spring,2025,Food,FusionFoods
SALE0100072,2025-06-03,P2220,1,62.43,CUST00088,STORE004,13.393560061468492,6,Summer,2025,Apparel,FusionFoods
SALE0100073,2025-06-24,P2023,2,7738.84,CUST00820,STORE004,1396.8532969274672,6,Summer,2025,Tools,GlobalGifts
SALE0100074,2025-04-22,P1395,3,151.44,CUST00651,STORE004,24.27870972977104,4,Spring,2025,Books,DreamSleep
SALE0100075,2025-03-17,P1215,5,6877.5,CUST00425,STORE003,1714.7236699115424,3,Spring,2025,Tools,Stellar
SALE0100076,2025-02-06,P2104,1,677.56,CUST00723,STORE003,151.9283940608684,2,Winter,2025,Food,Stellar
SALE0100077,2025-03-15,P1284,2,2547.46,CUST00656,STORE001,618.967851834002,3,Spring,2025,Home Goods,GourmetDelight
SALE0100078,2025-05-09,P1066,5,11066.6,CUST00319,STORE004,1833.878034179296,5,Spring,2025,Home Goods,Vanguard
SALE0100079,2025-06-08,P1959,3,860.67,CUST00637,STORE007,213.4155620829655,6,Summer,2025,Food,Nexus
SALE0100080,2025-06-16,P1000,4,5729.08,CUST00552,STORE001,1164.8741809414862,6,Summer,2025,Food,SwiftTech
SALE0100081,2025-02-17,P2044,1,1027.7,CUST00682,STORE008,226.3317359402133,2,Winter,2025,Electronics,Lumiere
SALE0100082,2025-03-24,P1615,5,1338.5,CUST00708,STORE006,218.98441236943185,3,Spring,2025,Home Goods,FusionFoods
SALE0100083,2025-06-25,P1179,5,3737.2,CUST00477,STORE007,585.0931695784907,6,Summer,2025,Tools,GlobalGifts
SALE0100084,2025-02-09,P1728,5,994.05,CUST00370,STORE001,188.977771479834,2,Winter,2025,Tools,PawsitivePet
SALE0100085,2025-05-19,P1821,5,7726.55,CUST00321,STORE001,1177.8063036001445,5,Spring,2025,Tools,TechNova
SALE0100086,2025-05-10,P1322,5,1364.4,CUST00390,STORE008,244.30532716840665,5,Spring,2025,Tools,VitalityPlus
SALE0100087,2025-05-30,P2129,3,3232.77,CUST00659,STORE002,570.4875827166929,5,Spring,2025,Electronics,EcoLiving
SALE0100088,2025-02-05,P1914,4,5698.84,CUST00644,STORE001,1363.3406499392397,2,Winter,2025,Food,GlobalGifts
SALE0100089,2025-01-06,P1791,4,2627.92,CUST00053,STORE005,528.5595369820221,1,Winter,2025,Home Goods,Unify
SALE0100090,2025-04-08,P2173,3,855.48,CUST00004,STORE010,149.21304011474848,4,Spring,2025,Apparel,Xpert
SALE0100091,2025-02-11,P1639,4,1064.32,CUST00365,STORE006,159.8652451405878,2,Winter,2025,Home Goods,Zestful
SALE0100092,2025-01-22,P1299,3,41932.44,CUST00133,STORE008,8333.44998580723,1,Winter,2025,Books,StylePro
SALE0100093,2025-05-25,P2146,5,894.5,CUST00730,STORE005,157.81751559553817,5,Spring,2025,Home Goods,Zestful
SALE0100094,2025-05-15,P2110,3,444.03,CUST00581,STORE003,81.45556614035826,5,Spring,2025,Home Goods,Lumiere
SALE0100095,2025-05-24,P1409,3,4885.65,CUST00415,STORE007,844.3332612485782,5,Spring,2025,Home Goods,AquaFlow
SALE0100096,2025-03-13,P1635,1,3486.88,CUST00648,STORE005,682.6000417655517,3,Spring,2025,Apparel,Xpert
SALE0100097,2025-01-12,P2493,2,948.8,CUST00063,STORE006,198.5611489450648,1,Winter,2025,Home Goods,HomeComforts
SALE0100098,2025-06-13,P1614,2,1600.26,CUST00706,STORE002,241.1027725365369,6,Summer,2025,Tools,Zestful
SALE0100099,2025-05-17,P2156,1,30.82,CUST00445,STORE002,5.519353476206257,5,Spring,2025,Home Goods,Pinnacle
SALE0100100,2025-01-30,P2067,1,616.44,CUST00920,STORE008,143.89357441729078,1,Winter,2025,Food,TechNova
SALE0100101,2025-05-17,P1559,1,350.59,CUST00490,STORE010,71.15247077962192,5,Spring,2025,Food,Zestful
SALE0100102,2025-01-12,P2017,3,834.51,CUST00457,STORE002,202.07128915349537,1,Winter,2025,Home Goods,Evergreen
SALE0100103,2025-03-13,P1464,1,530.94,CUST00366,STORE010,118.21826001356116,3,Spring,2025,Food,ArtisanCrafts
SALE0100104,2025-01-25,P1192,1,930.93,CUST00612,STORE008,204.31101967932148,1,Winter,2025,Electronics,YieldMaster
SALE0100105,2025-01-16,P1716,2,2652.4,CUST00156,STORE006,620.2318248901267,1,Winter,2025,Tools,DreamSleep
SALE0100106,2025-03-22,P1492,4,4827.36,CUST00011,STORE005,1167.6442297727967,3,Spring,2025,Apparel,SwiftTech
SALE0100107,2025-05-25,P2118,4,600.12,CUST00211,STORE006,148.1814611187285,5,Spring,2025,Home Goods,ZenithGear
SALE0100108,2025-02-03,P2056,5,3454.3,CUST00222,STORE008,566.5084900468216,2,Winter,2025,Food,Titan
SALE0100109,2025-04-13,P1543,2,443.56,CUST00861,STORE004,72.87929947188972,4,Spring,2025,Books,Lumiere
SALE0100110,2025-01-20,P2426,5,278297.0,CUST00041,STORE006,66986.93984672576,1,Winter,2025,Books,GlobalGifts
SALE0100111,2025-05-26,P1692,2,1546.9,CUST00946,STORE004,369.7441414336952,5,Spring,2025,Apparel,UrbanStride
SALE0100112,2025-01-23,P1652,4,785.48,CUST00242,STORE002,127.84193532114784,1,Winter,2025,Books,Pinnacle
SALE0100113,2025-03-03,P2326,1,2175.17,CUST00769,STORE007,514.822249874622,3,Spring,2025,Tools,TechNova
SALE0100114,2025-04-20,P1205,2,111010.44,CUST00610,STORE007,23315.30632348978,4,Spring,2025,Apparel,FusionFoods
SALE0100115,2025-03-01,P1950,5,2019.5,CUST00543,STORE005,303.5281801693756,3,Spring,2025,Electronics,FusionFoods
SALE0100116,2025-04-07,P1864,3,1365.57,CUST00573,STORE006,326.6225582889779,4,Spring,2025,Books,AquaFlow
SALE0100117,2025-06-02,P2400,1,714.24,CUST00719,STORE001,135.21172534737016,6,Summer,2025,Tools,FusionFoods
SALE0100118,2025-04-13,P1822,1,2198.65,CUST00856,STORE008,394.2148346144924,4,Spring,2025,Tools,Zestful
SALE0100119,2025-05-16,P2141,3,5224.14,CUST00140,STORE005,820.2696835792514,5,Spring,2025,Books,GreenGarden
SALE0100120,2025-06-02,P1584,3,2586.03,CUST00072,STORE009,612.6605029706493,6,Summer,2025,Books,Wavecrest
SALE0100121,2025-01-19,P1100,5,2658.6,CUST00059,STORE001,640.6020773014344,1,Winter,2025,Electronics,Unify
SALE0100122,2025-04-17,P1348,2,895.74,CUST00216,STORE002,216.8175959499523,4,Spring,2025,Apparel,Sportique
SALE0100123,2025-05-04,P1800,3,3875.16,CUST00785,STORE009,907.486835099407,5,Spring,2025,Home Goods,Evergreen
SALE0100124,2025-05-20,P1112,1,207.42,CUST00359,STORE004,47.47152388747951,5,Spring,2025,Home Goods,AquaFlow
SALE0100125,2025-04-14,P2413,5,6244.15,CUST00276,STORE004,1431.9090567550738,4,Spring,2025,Home Goods,Wavecrest
SALE0100126,2025-02-08,P1481,5,6577.75,CUST00990,STORE005,1078.4628203686034,2,Winter,2025,Food,PawsitivePet
SALE0100127,2025-05-24,P1037,1,725.59,CUST00986,STORE008,115.88096126392966,5,Spring,2025,Electronics,Zestful
SALE0100128,2025-03-24,P1795,4,2997.72,CUST00053,STORE006,698.6952405128998,3,Spring,2025,Electronics,Titan
SALE0100129,2025-02-10,P1804,3,171694.05,CUST00008,STORE007,29321.25926187409,2,Winter,2025,Apparel,ArtisanCrafts
SALE0100130,2025-04-10,P2088,1,168.06,CUST00831,STORE004,39.829854720229775,4,Spring,2025,Home Goods,SwiftTech
SALE0100131,2025-03-31,P2346,5,225205.6,CUST00845,STORE003,41076.94344997809,3,Spring,2025,Apparel,DreamSleep
SALE0100132,2025-05-07,P2285,2,3943.04,CUST00554,STORE005,912.2428657939128,5,Spring,2025,Apparel,Quantum
SALE0100133,2025-04-02,P2124,3,1536.84,CUST00672,STORE003,334.8731267709229,4,Spring,2025,Books,Lumiere
SALE0100134,2025-04-03,P2465,1,8146.69,CUST00613,STORE005,1541.701243023707,4,Spring,2025,Apparel,EleganceWear
SALE0100135,2025-03-06,P1517,5,10498.1,CUST00433,STORE001,2582.1143226866084,3,Spring,2025,Electronics,Vanguard
SALE0100136,2025-06-11,P1744,5,1024.3,CUST00113,STORE007,174.30346619653673,6,Summer,2025,Apparel,GourmetDelight
SALE0100137,2025-05-31,P1008,4,369.88,CUST00166,STORE009,57.7992358262668,5,Spring,2025,Home Goods,EcoLiving
SALE0100138,2025-01-18,P1554,1,772.78,CUST00907,STORE007,169.48419350553328,1,Winter,2025,Home Goods,Vanguard
SALE0100139,2025-03-08,P2424,1,541.16,CUST00504,STORE002,112.86918944171096,3,Spring,2025,Food,Xpert
SALE0100140,2025-03-17,P1007,5,7116.75,CUST00168,STORE002,1517.1978549256344,3,Spring,2025,Home Goods,Titan
SALE0100141,2025-05-17,P2357,2,2529.32,CUST00017,STORE001,584.1990680133636,5,Spring,2025,Apparel,ArtisanCrafts
SALE0100142,2025-05-21,P1129,5,184471.2,CUST00170,STORE007,37506.99012213326,5,Spring,2025,Books,Titan
SALE0100143,2025-01-09,P1392,3,1154.61,CUST00575,STORE001,267.7393439203226,1,Winter,2025,Apparel,Radiant
SALE0100144,2025-03-25,P2272,2,3017.74,CUST00728,STORE009,698.88501749303,3,Spring,2025,Tools,GreenGarden
SALE0100145,2025-04-04,P1483,1,2191.84,CUST00562,STORE005,480.5525190343452,4,Spring,2025,Home Goods,SwiftTech
SALE0100146,2025-03-23,P1409,2,3257.1,CUST00060,STORE008,508.0648023213276,3,Spring,2025,Home Goods,YieldMaster
SALE0100147,2025-06-20,P1323,5,1417.85,CUST00214,STORE005,223.1740932434581,6,Summer,2025,Home Goods,GourmetDelight
SALE0100148,2025-02-13,P2199,5,14905.0,CUST00272,STORE005,3384.8507770920355,2,Winter,2025,Apparel,HomeComforts
SALE0100149,2025-01-11,P1275,2,1714.94,CUST00668,STORE003,419.9240033868625,1,Winter,2025,Home Goods,Pinnacle
SALE0100150,2025-01-31,P1260,1,308.14,CUST00173,STORE010,74.9316999869312,1,Winter,2025,Tools,Evergreen
SALE0100151,2025-02-10,P2287,2,5388.16,CUST00549,STORE004,1251.8276614737329,2,Winter,2025,Food,Wavecrest
SALE0100152,2025-02-06,P1660,4,684.6,CUST00264,STORE010,139.2785932319093,2,Winter,2025,Electronics,Xpert
SALE0100153,2025-06-19,P2318,5,8673.25,CUST00644,STORE003,2012.5346200809363,6,Summer,2025,Books,Evergreen
SALE0100154,2025-05-25,P2164,5,998.2,CUST00783,STORE003,241.9176447719671,5,Spring,2025,Books,AquaFlow
SALE0100155,2025-02-11,P1683,5,4291.35,CUST00231,STORE006,677.563971921367,2,Winter,2025,Tools,Vanguard
SALE0100156,2025-03-20,P2130,1,684.77,CUST00865,STORE005,157.21390531515675,3,Spring,2025,Apparel,BrightSpark
SALE0100157,2025-02-14,P2412,1,432.57,CUST00404,STORE006,86.77416195026028,2,Winter,2025,Home Goods,PawsitivePet
SALE0100158,2025-02-10,P1252,1,233.68,CUST00345,STORE004,49.1097392563511,2,Winter,2025,Books,Lumiere
SALE0100159,2025-06-28,P1908,2,545.98,CUST00398,STORE003,128.73274664644617,6,Summer,2025,Home Goods,SwiftTech
SALE0100160,2025-06-13,P2195,5,8324.0,CUST00723,STORE008,1314.510690732427,6,Summer,2025,Books,Unify
SALE0100161,2025-02-03,P1536,2,194220.68,CUST00438,STORE006,40860.96166473367,2,Winter,2025,Tools,Unify
SALE0100162,2025-01-09,P1471,4,735.08,CUST00376,STORE001,139.743078212214,1,Winter,2025,Home Goods,TechNova
SALE0100163,2025-04-16,P1292,1,845.69,CUST00005,STORE003,146.30475679188768,4,Spring,2025,Electronics,GlobalGifts
SALE0100164,2025-02-16,P1989,3,10206.3,CUST00424,STORE002,1551.4974953226897,2,Winter,2025,Home Goods,OptiSolve
SALE0100165,2025-01-20,P1358,4,5284.36,CUST00278,STORE010,859.0044755540796,1,Winter,2025,Tools,Pinnacle
SALE0100166,2025-06-21,P2250,1,86.71,CUST00912,STORE007,15.704656710714056,6,Summer,2025,Home Goods,ZenithGear
SALE0100167,2025-06-25,P2074,3,1010.01,CUST00117,STORE003,222.7181692681632,6,Summer,2025,Food,Vanguard
SALE0100168,2025-06-06,P2296,1,2049.67,CUST00369,STORE007,368.94835567500553,6,Summer,2025,Electronics,FusionFoods
SALE0100169,2025-03-20,P1330,2,169.26,CUST00977,STORE008,33.698386249989994,3,Spring,2025,Home Goods,StylePro
SALE0100170,2025-03-08,P1790,2,611.84,CUST00703,STORE001,96.70220719354133,3,Spring,2025,Books,UrbanStride
SALE0100171,2025-01-11,P1293,5,828.3,CUST00803,STORE004,133.16232435935655,1,Winter,2025,Home Goods,GlobalGifts
SALE0100172,2025-04-01,P1866,5,3852.3,CUST00136,STORE006,866.9139328180627,4,Spring,2025,Books,ZenithGear
SALE0100173,2025-06-24,P1774,2,2024.04,CUST00329,STORE002,432.2534793745478,6,Summer,2025,Apparel,EcoLiving
SALE0100174,2025-05-06,P1592,5,6763.85,CUST00526,STORE006,1482.6249189014025,5,Spring,2025,Books,Radiant
SALE0100175,2025-06-14,P1716,4,5304.8,CUST00252,STORE003,1291.117394315112,6,Summer,2025,Tools,HomeComforts
SALE0100176,2025-06-10,P1834,4,3874.68,CUST00345,STORE004,726.3848879388024,6,Summer,2025,Tools,Pinnacle
SALE0100177,2025-04-10,P1093,5,7229.45,CUST00470,STORE008,1578.6396115042855,4,Spring,2025,Books,Nexus
SALE0100178,2025-04-29,P2079,1,1841.34,CUST00129,STORE003,455.9908668373366,4,Spring,2025,Apparel,OptiSolve
SALE0100179,2025-01-27,P1955,5,797.4,CUST00001,STORE010,174.5145834155572,1,Winter,2025,Apparel,VitalityPlus
SALE0100180,2025-04-02,P1371,5,1132.5,CUST00387,STORE002,251.31009948864323,4,Spring,2025,Food,Sportique
SALE0100181,2025-05-25,P1296,5,1448.3,CUST00781,STORE009,241.09325610468736,5,Spring,2025,Tools,AquaFlow
SALE0100182,2025-01-08,P1782,1,1301.12,CUST00882,STORE003,221.6985911465232,1,Winter,2025,Home Goods,SwiftTech
SALE0100183,2025-06-24,P1749,2,1916.72,CUST00464,STORE007,384.1484184063934,6,Summer,2025,Electronics,VitalityPlus
SALE0100184,2025-04-28,P2027,1,548.43,CUST00633,STORE002,106.84856719016273,4,Spring,2025,Electronics,Vanguard
SALE0100185,2025-03-05,P2142,1,280.42,CUST00687,STORE008,52.12775075934047,3,Spring,2025,Books,ArtisanCrafts
SALE0100186,2025-02-11,P2299,4,3551.56,CUST00429,STORE009,838.2579491957185,2,Winter,2025,Apparel,VitalityPlus
SALE0100187,2025-05-02,P2342,1,955.03,CUST00103,STORE007,166.21413332821643,5,Spring,2025,Books,PrimeTools
SALE0100188,2025-04-19,P1842,2,2125.1,CUST00799,STORE003,421.19552481326326,4,Spring,2025,Apparel,Evergreen
SALE0100189,2025-01-18,P1761,4,1584.92,CUST00140,STORE006,321.34076212039463,1,Winter,2025,Food,YieldMaster
SALE0100190,2025-04-29,P2301,1,29673.28,CUST00073,STORE001,4727.807796564115,4,Spring,2025,Food,Stellar
SALE0100191,2025-04-05,P2113,2,1887.92,CUST00028,STORE001,456.9513228252893,4,Spring,2025,Tools,Xpert
SALE0100192,2025-04-30,P1549,3,292.53,CUST00711,STORE010,59.18526989554071,4,Spring,2025,Apparel,EleganceWear
SALE0100193,2025-02-04,P2261,3,1149.18,CUST00160,STORE010,200.0945042886248,2,Winter,2025,Books,Radiant
SALE0100194,2025-02-25,P2109,5,2118.15,CUST00790,STORE002,332.8304036401057,2,Winter,2025,Tools,BrightSpark
SALE0100195,2025-03-23,P1376,1,531.17,CUST00417,STORE008,80.11142305513378,3,Spring,2025,Books,Lumiere
SALE0100196,2025-02-16,P2203,2,3608.96,CUST00078,STORE003,772.5393695089574,2,Winter,2025,Apparel,OptiSolve
SALE0100197,2025-04-26,P1110,3,102654.54,CUST00603,STORE005,17009.97068055663,4,Spring,2025,Electronics,HomeComforts
SALE0100198,2025-01-19,P1426,5,1153.75,CUST00313,STORE004,176.98058001644242,1,Winter,2025,Food,PrimeTools
SALE0100199,2025-02-22,P1580,2,314.16,CUST00309,STORE003,65.33309965692229,2,Winter,2025,Home Goods,TechNova
SALE0100200,2025-02-23,P1482,4,4652.32,CUST00721,STORE009,979.9683611943614,2,Winter,2025,Apparel,StylePro
SALE0100201,2025-03-27,P1947,2,97.46,CUST00903,STORE001,18.677630951387908,3,Spring,2025,Tools,Evergreen
SALE0100202,2025-02-25,P1809,5,3544.95,CUST00196,STORE001,786.6512809055139,2,Winter,2025,Apparel,PrimeTools
SALE0100203,2025-01-21,P1879,3,6834.15,CUST00272,STORE010,1289.1787063457195,1,Winter,2025,Tools,OptiSolve
SALE0100204,2025-05-22,P2496,1,56.72,CUST00680,STORE002,13.616292599449014,5,Spring,2025,Tools,StylePro
SALE0100205,2025-06-29,P1036,2,2197.54,CUST00092,STORE007,509.102214182832,6,Summer,2025,Food,Pinnacle
SALE0100206,2025-02-02,P2212,3,8812.17,CUST00959,STORE006,1626.9725191081088,2,Winter,2025,Electronics,Stellar
SALE0100207,2025-05-12,P1128,3,320.58,CUST00545,STORE001,67.92271434030935,5,Spring,2025,Home Goods,EleganceWear
SALE0100208,2025-04-21,P1493,4,549.88,CUST00844,STORE001,108.22467542452873,4,Spring,2025,Electronics,ArtisanCrafts
SALE0100209,2025-03-17,P2061,1,104.24,CUST00965,STORE010,18.536890294758656,3,Spring,2025,Apparel,BrightSpark
SALE0100210,2025-02-09,P1512,3,8364.12,CUST00615,STORE009,1312.786917356329,2,Winter,2025,Home Goods,Titan
SALE0100211,2025-04-14,P1582,2,216.82,CUST00662,STORE009,36.88044401090648,4,Spring,2025,Food,PrimeTools
SALE0100212,2025-06-14,P2031,1,191.17,CUST00868,STORE006,47.52272960395412,6,Summer,2025,Home Goods,PawsitivePet
SALE0100213,2025-05-25,P2092,2,96877.0,CUST00181,STORE008,22454.568109675667,5,Spring,2025,Electronics,Lumiere
SALE0100214,2025-06-18,P2280,4,451.96,CUST00380,STORE006,112.6268527515289,6,Summer,2025,Books,Xpert
SALE0100215,2025-02-26,P1569,1,1015.83,CUST00912,STORE003,246.87850932315416,2,Winter,2025,Apparel,GlobalGifts
SALE0100216,2025-01-03,P1221,3,5886.63,CUST00681,STORE003,974.0460540450492,1,Winter,2025,Apparel,Nexus
SALE0100217,2025-03-06,P1455,5,9876.65,CUST00854,STORE002,1609.4332080530812,3,Spring,2025,Home Goods,YieldMaster
